plot,scan_plot,tag,stem_id,distance_m,direction_deg,x_canopy_dim_m,y_canopy_dim_m,notes_scan,base_stem_id,height_m,dec_latitude,dec_longitude,species_binomial,dbh_cm
4,1,14,4_14,2.3,216,2,2,NA,4_14,5.2,-15.16280903,14.92590602,NA,6.5
4,1,10,4_10,4.3,200,1.9,1.9,NA,4_10,5,-15.16283099,14.92584701,Baphia bequaerti,6.8
4,1,12,4_12,4.2,200,2,1.2,NA,4_12,3.8,-15.16283099,14.92584701,Baphia bequaerti,6.2
4,1,11,4_11,5,200,1.4,1.3,NA,4_11,4.8,-15.16283099,14.92584701,Baphia bequaerti,6.1
4,1,8,4_8,4.8,220,1.6,1.9,NA,4_8,4.8,-15.16283099,14.92584701,Baphia bequaerti,6.8
4,1,9,4_9,4.3,219,1.3,1.1,NA,4_9,3,-15.16283099,14.92584701,Baphia bequaerti,5.5
4,1,15,4_15,2.7,300,1.5,1.2,NA,4_15,5,-15.16278396,14.92587299,NA,8.6
4,1,13,4_13,4.2,16,4.2,1.3,NA,4_13,3.8,-15.16283602,14.92595698,NA,8
4,6,94,4_94,3.8,123,2.2,1.6,NA,4_93,4.6,-15.16263904,14.92621497,Baphia bequaerti,6.7
4,6,93,4_93,4,123,2.2,1.6,NA,4_93,4.6,-15.16263904,14.92621497,Baphia bequaerti,6.3
4,6,102,4_102,6.2,189,4,3.5,NA,4_102,8.2,-15.16266402,14.92620802,Brachystegia glaucescens,15
4,6,105,4_105,5.6,45,1.6,1.7,NA,4_105,4,-15.16269302,14.92626702,Combretum collinum,5.9
4,6,103,4_103,3.4,64,2,2,NA,4_103,4.2,-15.16271699,14.92622503,Combretum collinum,6.4
4,6,104,4_104,3.4,64,2,2,NA,4_104,4.2,-15.16271699,14.92622503,Combretum collinum,5.3
4,6,200,4_200,5,125,2.2,2.1,NA,4_200,3.8,-15.16274499,14.92625403,Baphia bequaerti,5.3
4,6,125,4_125,2.6,130,1.1,1.1,NA,4_125,4,-15.16265597,14.92652804,Baphia bequaerti,8
4,6,124,4_124,2.6,140,0.9,0.8,NA,4_124,4,-15.16265597,14.92652804,Baphia bequaerti,11
4,6,123,4_123,3,191,1,0.4,NA,4_123,4.6,-15.16265597,14.92652804,Combretum collinum,7.5
4,6,475,4_475,3,260,1.5,1.3,NA,4_475,6,-15.16295797,14.92657296,Baphia bequaerti,11.2
4,6,469,4_469,7.6,64,8.4,7.8,NA,4_469,11.8,-15.16296702,14.92654002,Burkea africana,10.4
4,6,476,4_476,4.6,18,2.6,2,NA,4_476,11.8,-15.16295797,14.92657296,Burkea africana,18.8
4,6,478,4_478,4,327,0.3,0.3,NA,4_478,5,-15.162977,14.92664496,Combretum psidioides,5.9
4,7,443,4_443,2,240,1,1,NA,4_443,4,-15.16300298,14.92632704,Burkea africana,6.2
4,7,442,4_442,3.7,100,1.1,1.2,NA,4_442,4.2,-15.16301304,14.92634104,Burkea africana,6.5
4,7,416,4_416,5.2,180,1.7,1.6,NA,4_416,4.4,-15.16307297,14.92608396,Combretum apiculatum,9.7
4,7,445,4_445,4,200,1.8,1.7,NA,4_445,4.6,-15.16297901,14.92630198,Burkea africana,6.7
4,7,444,4_444,4,200,1.5,1.4,NA,4_444,4.4,-15.16297901,14.92630198,Burkea africana,6.5
4,2,371,4_371,2.8,195,1.6,1.9,NA,4_371,6.8,-15.16309401,14.92595497,Combretum apiculatum,8.1
4,2,368,4_368,4.4,210,2,2,NA,4_368,3.8,-15.163034,14.925947,Combretum apiculatum,7.3
4,2,372,4_372,2.1,132,2.1,1.6,NA,4_372,7.8,-15.16308596,14.92594097,Burkea africana,11.4
4,2,364,4_364,6.7,110,2.6,2.1,NA,4_364,7,-15.16307398,14.92592001,Burkea africana,10.7
4,2,381,4_381,4.8,163,1,1,NA,4_381,4,-15.16313902,14.92598296,Brachystegia glaucescens,5
4,2,392,4_392,5.3,140,2.8,2.6,NA,4_392,8,-15.163165,14.92600199,Brachystegia glaucescens,9.2
4,2,393,4_393,5.3,140,2.8,2.6,NA,4_392,8,-15.163165,14.92600199,Brachystegia glaucescens,9.2
4,2,370,4_370,3.5,143,1.1,1.1,NA,4_370,4,-15.16308404,14.92596502,Baphia massaiensis,6.8
4,5,563,4_563,3.2,80,1.2,1.7,NA,4_563,3.8,-15.16341696,14.92602697,Burkea africana,6.8
4,5,566,4_566,4,152,2.1,1.7,NA,4_565,4.4,-15.16344102,14.92608204,Baphia massaiensis,5.5
4,5,565,4_565,3.6,140,1.7,2.3,NA,4_565,4.4,-15.16344102,14.92608204,Baphia massaiensis,13.2
4,5,567,4_567,4.7,142,2.1,2.1,NA,4_567,4.4,-15.16344102,14.92608204,Baphia massaiensis,8.2
4,5,568,4_568,6.2,140,4.6,4.7,NA,4_568,8.8,-15.16344496,14.92608598,Lonchocarpus nelsii,28.9
4,5,564,4_564,3.8,189,1.4,1.4,NA,4_564,3.6,-15.16338998,14.926048,Burkea africana,6.3
4,8,594,4_594,2.8,100,1,1,NA,4_594,3,-15.16332401,14.92635696,Burkea africana,6.2
4,8,596,4_596,6.2,350,6.3,6.5,NA,4_596,12.4,-15.16338704,14.92639502,Baikiaea plurijuga,37.2
4,8,597,4_597,5.7,5,1.5,1.6,NA,4_597,4.2,-15.16338302,14.926392,Baphia massaiensis,7.3
4,8,598,4_598,5.7,5,1.5,1.6,"No trees at S9, S3, S4",4_597,4.2,-15.16338302,14.926392,Baphia massaiensis,5.2
9,1,11,9_11,4.2,11,1.2,8.7,NA,9_9,16.6,-15.19682103,14.81353596,Baikiaea plurijuga,49.2
9,1,10,9_10,4.6,8,7.7,7.6,NA,9_9,9.2,-15.196816,14.81352699,Baikiaea plurijuga,26.1
9,1,9,9_9,5,8,8.7,10.6,NA,9_9,9.6,-15.19682698,14.81355901,Baikiaea plurijuga,48
9,1,8,9_8,5.2,28,3.8,5.1,NA,9_8,7,-15.19681399,14.81354803,Baikiaea plurijuga,20.9
9,6,27,9_27,4,270,7.3,7.8,NA,9_27,10.6,-15.19654199,14.81382203,Baikiaea plurijuga,37.2
9,6,26,9_26,9.1,150,9.5,8.4,NA,9_26,10,-15.19645499,14.81372799,Baikiaea plurijuga,41
9,7,38,9_38,1,330,4,2.8,NA,9_38,10.6,-15.19629196,14.81395899,Baikiaea plurijuga,23.8
9,7,39,9_39,0.9,309,4,6.5,NA,9_38,10.6,-15.19629397,14.81395296,Baikiaea plurijuga,29.2
9,7,40,9_40,6.8,300,4.5,7.5,NA,9_40,8.8,-15.19627403,14.81399897,Julbernardia paniculata,25.6
9,7,41,9_41,6.7,270,8,5.2,NA,9_41,12.8,-15.19623497,14.81396503,Baikiaea plurijuga,35.5
9,7,36,9_36,1.2,353,1.4,1.1,NA,9_36,5.4,-15.19628098,14.81395799,Baphia massaiensis,7.9
9,7,37,9_37,1.2,353,1.2,0.7,NA,9_36,5.4,-15.19628501,14.81395396,Baphia massaiensis,7.1
9,8,170,9_170,4.1,80,4.8,6,NA,9_170,10.2,-15.19649497,14.814162,Baikiaea plurijuga,27
9,8,171,9_171,3.7,70,4.2,6.3,NA,9_170,10.2,-15.196499,14.81416997,Baikiaea plurijuga,28
9,5,150,9_150,3.1,280,5.5,4.2,NA,9_149,12.4,-15.19673503,14.81404197,Baikiaea plurijuga,32
9,5,149,9_149,3,282,8,5.5,NA,9_149,12.3,-15.19674299,14.81404801,Baikiaea plurijuga,38.4
9,5,148,9_148,1.8,53,2,1.8,NA,9_148,2,-15.19673998,14.81405002,Baphia massaiensis,5.6
9,5,142,9_142,9,20,7.1,7.9,NA,9_141,10.3,-15.19681902,14.81398297,Baikiaea plurijuga,30
9,3,236,9_236,3.6,170,4,6.8,NA,9_236,8.8,-15.19715597,14.81407299,Baikiaea plurijuga,34
9,3,235,9_235,4.9,240,2.7,1.8,NA,9_235,11.4,-15.19715999,14.81406896,Baikiaea plurijuga,23.2
9,3,228,9_228,8.5,360,7.3,5,NA,9_228,13.6,-15.19727097,14.81410601,Baikiaea plurijuga,27
9,3,229,9_229,8.2,360,1.8,0.9,NA,9_228,12,-15.19727097,14.81410501,Baikiaea plurijuga,10.3
9,3,227,9_227,3,20,9.1,8.2,NA,9_227,14,-15.19722001,14.81402898,Baikiaea plurijuga,49.4
9,3,226,9_226,4.3,62,11.3,11.6,NA,9_226,13.4,-15.19721598,14.81402102,Baikiaea plurijuga,49.3
9,4,246,9_246,5.4,52,6,6,NA,9_246,3.2,-15.19702404,14.81427801,Baphia massaiensis,6.1
9,4,261,9_261,5,182,5.5,5.5,NA,9_261,14,-15.19670301,14.81442603,Baikiaea plurijuga,52.4
9,9,261,9_261,4.3,62,10.8,9.6,NA,9_261,14,-15.19670301,14.81442603,Baikiaea plurijuga,52.4
9,9,263,9_263,1.5,352,5.3,5.4,No trees at S2,9_263,10,-15.19670402,14.81447004,Baikiaea plurijuga,26
10,1,29,10_29,5,142,4.4,5.6,NA,10_29,8.2,-15.09849703,14.83798496,Julbernardia paniculata,17.9
10,1,9,10_9,4,71,3,3.5,NA,10_6,3.4,-15.09857498,14.83793702,Pericopsis angolensis,11.8
10,1,8,10_8,3.8,71,3,3.5,NA,10_6,3.6,-15.09857398,14.83794096,Pericopsis angolensis,8.4
10,1,7,10_7,3.8,71,3,3.5,NA,10_6,2,-15.09854103,14.83798002,Pericopsis angolensis,6
10,1,10,10_10,4.5,70,3,3.5,NA,10_6,3.4,-15.09857297,14.83793601,Pericopsis angolensis,11.9
10,1,13,10_13,3.1,12,1.4,1.5,NA,10_13,4.2,-15.09858202,14.83794901,Burkea africana,7.9
10,1,45,10_45,3,260,0.8,0.9,NA,10_45,3.6,-15.098564,14.83803802,Julbernardia paniculata,5
10,2,69,10_69,0.9,70,1.5,1.7,NA,10_69,2.6,-15.09851497,14.83826903,Combretum collinum,8.1
10,2,64,10_64,6.6,90,6.2,5.8,NA,10_64,10,-15.098492,14.83825704,Julbernardia paniculata,16.1
10,2,65,10_65,7,83,5.2,7.5,NA,10_64,10,-15.09847498,14.83826199,Julbernardia paniculata,15.3
10,2,72,10_72,3.1,300,6.6,9.7,NA,10_70,12.6,-15.09851597,14.83830096,Julbernardia paniculata,19
10,2,71,10_71,3.1,310,7.3,6.9,NA,10_70,12.4,-15.09852402,14.83829803,Julbernardia paniculata,19.5
10,2,70,10_70,3.8,320,5.5,5.7,NA,10_70,12.4,-15.09853299,14.83829602,Julbernardia paniculata,22.9
10,3,93,10_93,3,270,7.9,8,NA,10_93,19.8,-15.09845898,14.83859098,Burkea africana,44.4
10,3,97,10_97,5.3,240,0.5,0.5,NA,10_97,1.8,-15.098435,14.838653,Pterocarpus angolensis,5.6
10,3,100,10_100,5.6,252,5.8,7.7,NA,10_97,10.4,-15.09842302,14.83866298,Pterocarpus angolensis,19
10,3,99,10_99,5.6,252,5.8,3.8,NA,10_97,10.2,-15.09842201,14.83866499,Pterocarpus angolensis,12.1
10,3,98,10_98,6.2,280,3.7,1.2,NA,10_98,10.2,-15.09842201,14.83866599,Pterocarpus angolensis,18.1
10,3,96,10_96,5,242,1.1,1.2,NA,10_96,4.8,-15.09841698,14.838653,Terminalia brachystemma,5
10,3,95,10_95,5,242,1.6,0.5,NA,10_95,4.8,-15.09841204,14.83864202,Terminalia brachystemma,5.7
10,4,287,10_287,1,335,1.4,2,NA,10_287,4,-15.09876902,14.83865996,Terminalia sericea,5.6
10,4,286,10_286,1.4,262,1.6,1.4,NA,10_286,4,-15.09877204,14.83866901,Burkea africana,5.2
10,4,285,10_285,2.8,212,1.9,1.6,NA,10_285,4.2,-15.09878998,14.83867404,Burkea africana,6.6
10,4,306,10_306,2,84,1,0.9,NA,10_306,4,-15.09877698,14.83869801,Burkea africana,5.4
10,4,307,10_307,1.9,76,0.7,0.9,NA,10_307,4,-15.09875502,14.83870396,Burkea africana,5.1
10,5,255,10_255,2.8,42,0.6,1.3,NA,10_255,2.8,-15.09882702,14.83836601,Burkea africana,5.9
10,5,254,10_254,4.7,58,6.6,6.3,NA,10_254,13.4,-15.09881504,14.83839199,Julbernardia paniculata,29.8
10,5,253,10_253,5,68,5.3,5.4,NA,10_253,13.4,-15.09881998,14.83838998,Julbernardia paniculata,16.9
10,5,240,10_240,5,296,1.6,1.2,NA,10_240,4,-15.09883197,14.83831798,Burkea africana,5.4
10,7,387,10_387,4.3,20,1.7,2.2,NA,10_387,5,-15.09913104,14.83815302,Combretum collinum,6.8
10,7,386,10_386,6,226,13,12.7,NA,10_386,16.2,-15.09919398,14.83809896,Burkea africana,51.1
10,8,441,10_441,2.7,292,4.1,4.8,NA,10_441,5.8,-15.09911897,14.83841102,Terminalia brachystemma,10.7
10,8,438,10_438,3.8,266,3.5,2.7,NA,10_438,3.8,-15.099125,14.83841898,Burkea africana,7.1
10,8,432,10_432,4.7,270,5.3,3.9,NA,10_431,5,-15.09913003,14.838393,Terminalia sericea,11.9
10,8,431,10_431,4.9,270,4.6,2.3,NA,10_431,6.8,-15.09913397,14.83839601,Terminalia sericea,9
10,8,454,10_454,3.9,15,2.5,2.5,NA,10_454,4,-15.09906398,14.83845402,Combretum zeyheri,7.5
10,8,451,10_451,3.1,32,0.7,0.6,NA,10_451,4.8,-15.09906599,14.83844899,Pseudolachnostylis maprouneifolia,6.7
10,8,452,10_452,3.6,22,0.8,0.8,NA,10_452,4.6,-15.09906599,14.838452,Pseudolachnostylis maprouneifolia,7.5
10,8,453,10_453,3.5,22,0.8,0.4,NA,10_452,4.8,-15.09906599,14.83845502,Pseudolachnostylis maprouneifolia,6
10,8,456,10_456,4.1,22,1,1,NA,10_456,5,-15.099081,14.83845703,Pseudolachnostylis maprouneifolia,8.1
10,8,457,10_457,4.4,86,1.3,1,NA,10_457,4.8,-15.09908896,14.83847103,Pseudolachnostylis maprouneifolia,6.9
10,8,450,10_450,2.1,100,1.3,3.9,NA,10_450,2,-15.09913397,14.838451,Burkea africana,6.9
10,8,464,10_464,6.6,108,6.8,6.5,NA,10_464,3.8,-15.09912098,14.83847799,Burkea africana,22
10,9,490,10_490,3.1,242,0.4,2,NA,10_490,3.2,-15.099183,14.83880002,Burkea africana,9
10,9,489,10_489,3.5,278,0.8,1,NA,10_489,8.8,-15.09909399,14.83873297,Combretum collinum,5
10,9,507,10_507,1.3,50,1.8,1.2,NA,10_507,4.8,NA,NA,Combretum hereroense,5.4
10,9,508,10_508,5,98,1.2,0.4,NA,10_508,3.8,NA,NA,Combretum hereroense,5.2
11,1,27,11_27,7,10,5.4,4,NA,11_27,4.4,-15.05768102,14.89373501,Burkea africana,11.5
11,1,25,11_25,6.3,360,2.1,2.8,NA,11_24,12.4,-15.05767096,14.89375404,Brachystegia glaucescens,8
11,1,26,11_26,7,351,7.5,7.3,NA,11_26,13.2,-15.05767398,14.89374599,Burkea africana,27.5
11,1,24,11_24,6.5,360,5.5,4.8,NA,11_24,12.4,-15.05767096,14.89375697,Brachystegia glaucescens,14
11,2,70,11_70,2.4,320,3.4,2.8,NA,11_70,6,-15.05791303,14.89371699,Brachystegia glaucescens,6.5
11,2,71,11_71,2.4,320,3.4,2.8,NA,11_70,6,-15.05791403,14.89372202,Brachystegia glaucescens,5.7
11,2,75,11_75,3.5,360,2,1.7,NA,11_75,5.4,-15.05795804,14.89373401,Brachystegia glaucescens,6.1
11,2,74,11_74,4.7,20,1.1,1.5,NA,11_74,5.2,-15.057965,14.89371398,Burkea africana,8.3
11,2,73,11_73,5.7,22,1.4,1.8,NA,11_73,NA,-15.05796198,14.89371398,Brachystegia glaucescens,5
11,2,72,11_72,2.7,30,1.6,2.7,NA,11_72,5.8,-15.05792602,14.89371196,Brachystegia glaucescens,6.5
11,3,145,11_145,3.5,260,2.3,2.8,NA,11_145,4.6,-15.05822903,14.89373904,Strychnos spinosa,8.6
11,3,146,11_146,3.7,242,2.3,2.8,NA,11_146,4.6,-15.05823104,14.89374097,Strychnos spinosa,7
11,3,147,11_147,3.7,242,2.3,2.8,NA,11_147,4.6,-15.05823196,14.89373996,Strychnos spinosa,5.2
11,3,153,11_153,1.3,193,2.4,1.8,NA,11_153,2.8,-15.05824101,14.89370501,Burkea africana,5
11,3,152,11_152,1.7,69,2.2,2.3,NA,11_152,3.6,-15.05823598,14.89370501,Baphia massaiensis,5.3
11,3,154,11_154,2.2,60,2.7,1.9,NA,11_154,3,-15.05824302,14.89370501,Baphia massaiensis,5.3
11,3,156,11_156,6.2,53,9.7,10.1,NA,11_156,11.8,-15.05825099,14.89368003,Brachystegia glaucescens,18.5
11,3,157,11_157,6.2,53,9.7,10.1,NA,11_157,11.8,-15.058254,14.89367701,Brachystegia glaucescens,14.2
11,3,151,11_151,0.7,70,2,2.1,NA,11_151,6.8,-15.05823104,14.89371104,Strychnos pungens,8
11,3,150,11_150,2.1,80,2.6,2.2,NA,11_150,7,-15.058225,14.89370601,Strychnos pungens,9.5
11,3,149,11_149,3,140,2.3,2.1,NA,11_149,5.2,-15.05821997,14.89370199,Brachystegia glaucescens,5.1
11,3,132,11_132,5.6,90,3.5,4.5,NA,11_132,5.8,-15.05818502,14.89368497,Brachystegia glaucescens,9.2
11,3,131,11_131,6.1,100,6.1,7.6,NA,11_131,11.4,-15.05817597,14.89368799,Brachystegia glaucescens,14.2
11,3,148,11_148,4.1,151,1.9,2,NA,11_148,4.2,-15.05821302,14.893718,Burkea africana,7.6
11,3,144,11_144,5,210,1.9,2.7,NA,11_144,4.8,-15.05820304,14.89375798,Burkea africana,7.2
11,3,143,11_143,5.5,290,2.1,2.2,NA,11_143,6.4,-15.05820204,14.893776,Brachystegia glaucescens,6.5
11,4,532,11_532,3.8,70,1.3,1.6,NA,11_532,5,-15.058139,14.89333201,Burkea africana,5.5
11,4,538,11_538,6.2,53,2.1,1.2,NA,11_538,4.8,-15.05821201,14.89335699,Combretum collinum,5
11,4,531,11_531,2.8,112,1.4,1.6,NA,11_531,5.2,-15.05816901,14.893387,Combretum collinum,5
11,4,529,11_529,3.2,130,0.8,0.8,NA,11_529,5,-15.058167,14.89339102,Burkea africana,6
11,4,530,11_530,3.4,130,1.3,1.6,NA,11_529,5,-15.05816499,14.89338901,Burkea africana,5.5
11,5,504,11_504,1.9,60,1.7,2.3,NA,11_504,3.2,-15.05790498,14.89339001,Burkea africana,5.5
11,5,503,11_503,1.6,350,6.1,8.4,NA,11_502,15.8,-15.05791202,14.89339898,Brachystegia glaucescens,22.3
11,5,502,11_502,1.8,350,6.1,8.4,NA,11_502,15.8,-15.05791797,14.89339798,Brachystegia glaucescens,13
11,5,499,11_499,5.3,332,6,7,NA,11_499,15,-15.05792996,14.89342396,Brachystegia glaucescens,26
11,5,500,11_500,4.7,20,4.2,4.8,NA,11_500,7.2,-15.05792703,14.89339597,Brachystegia glaucescens,15.8
11,5,501,11_501,5,20,11,8.4,NA,11_500,16,-15.05793298,14.89339597,Brachystegia glaucescens,27.3
11,5,495,11_495,7,290,4.3,3.9,NA,11_495,8.4,-15.05790004,14.89346897,Brachystegia glaucescens,16.7
11,5,494,11_494,2.6,230,3.1,3.5,NA,11_494,7.8,-15.05790398,14.89343997,Brachystegia glaucescens,11.5
11,5,492,11_492,4.8,200,4.4,3.1,NA,11_492,11.4,-15.057851,14.89342597,Brachystegia glaucescens,12.2
11,5,491,11_491,4.5,232,5,3.4,NA,11_491,7.2,-15.057851,14.89342103,Brachystegia glaucescens,10.2
11,5,490,11_490,2.8,170,3.8,4.5,NA,11_488,13.6,-15.05786902,14.89340502,Brachystegia glaucescens,21
11,5,489,11_489,3.5,183,2.2,3.6,NA,11_488,13.6,-15.05785402,14.89339798,Brachystegia glaucescens,21.8
11,5,488,11_488,3.8,152,1.4,0.8,NA,11_488,7.4,-15.05785301,14.89339404,Brachystegia glaucescens,20.6
11,5,487,11_487,4.4,120,4.5,5,NA,11_487,9.8,-15.05786299,14.89337099,Brachystegia glaucescens,7.6
11,5,485,11_485,4.8,120,3.7,4.2,NA,11_484,9.8,-15.05785603,14.89337702,Brachystegia glaucescens,10.8
11,5,486,11_486,4.8,120,3.7,4.2,NA,11_484,9.8,-15.05786098,14.89337401,Brachystegia glaucescens,20.1
11,5,505,11_505,3.9,92,1.2,1.2,NA,11_505,1.6,-15.05788604,14.89337099,Brachystegia glaucescens,5.5
11,6,422,11_422,3.8,71,3.6,4.3,NA,11_422,13.4,-15.05755898,14.893345,Brachystegia glaucescens,18
11,6,421,11_421,5,10,3.1,3.5,NA,11_421,3.5,-15.05760198,14.89338096,Combretum zeyheri,8
11,6,419,11_419,5.3,350,3.1,4.9,NA,11_419,11.6,-15.05761103,14.89341198,Brachystegia glaucescens,17.7
11,6,418,11_418,5,350,4.7,3.5,NA,11_418,11.6,-15.05761396,14.89341902,Brachystegia glaucescens,16.6
11,6,402,11_402,2.5,170,2.6,3.8,NA,11_402,11.2,-15.05755998,14.89339597,Brachystegia glaucescens,11
11,6,404,11_404,5.3,240,4.7,4.7,NA,11_403,5.4,-15.05755302,14.89342396,Baphia bequaerti,13.5
11,6,403,11_403,5.4,270,2.7,5.4,NA,11_403,5.4,-15.05755797,14.89342304,Baphia bequaerti,10.6
11,6,401,11_401,3.1,180,2.5,4.7,NA,11_401,7.8,-15.05755101,14.893387,Brachystegia glaucescens,17
11,6,400,11_400,3.6,180,2.5,4.7,NA,11_400,11.2,-15.05754297,14.89337903,Brachystegia glaucescens,16.5
11,6,399,11_399,5,128,4.6,4.5,NA,11_398,14.6,-15.05754196,14.89336403,Brachystegia glaucescens,13.8
11,6,423,11_423,4,100,4,3.6,NA,11_423,8.6,-15.05756199,14.893345,Brachystegia glaucescens,11.1
11,6,424,11_424,4.3,90,3.1,2.8,NA,11_424,8.6,-15.05756401,14.89335196,Brachystegia glaucescens,8.3
11,6,741,11_741,4.1,130,NA,NA,s/coroa? See notes,NA,NA,NA,NA,NA,NA
11,7,705,11_705,3.4,335,3.9,3.4,NA,11_705,9.8,-15.057793,14.893071,Brachystegia glaucescens,17
11,7,706,11_706,3.4,338,4.1,3.7,NA,11_705,9.8,-15.057793,14.893071,Brachystegia glaucescens,13.5
11,7,708,11_708,4,310,4.1,2.6,NA,11_707,7.8,-15.057793,14.893071,Brachystegia glaucescens,10.2
11,7,707,11_707,3.7,340,2.8,3.1,NA,11_707,7.8,-15.057793,14.893071,Brachystegia glaucescens,12
11,7,704,11_704,2.3,40,2.2,2.7,NA,11_704,4.2,-15.057793,14.893071,Brachystegia glaucescens,5.5
11,7,702,11_702,4.8,40,4.4,2.5,NA,11_701,9.6,-15.057793,14.893071,Brachystegia glaucescens,14.2
11,7,701,11_701,5.1,33,2.5,3.8,NA,11_701,9.6,-15.057793,14.893071,Brachystegia glaucescens,10.2
11,7,693,11_693,3.7,30,3.2,2.6,NA,11_693,5.8,-15.05752,14.89307703,Brachystegia glaucescens,17.8
11,7,694,11_694,3.7,30,3.2,2.6,NA,11_694,5.8,-15.05751899,14.89308399,Brachystegia glaucescens,20.8
11,7,695,11_695,3.5,140,4.2,5.1,NA,11_695,12.2,-15.05752704,14.893071,Brachystegia glaucescens,19
11,7,696,11_696,1.8,142,7.7,5.8,NA,11_696,12.2,-15.05752997,14.89306396,Brachystegia glaucescens,19
11,7,697,11_697,2.2,130,5,4.7,NA,11_697,12.2,-15.05753098,14.89304803,Brachystegia glaucescens,17.5
11,7,692,11_692,5.5,100,2.7,1.8,NA,11_692,4,-15.05751799,14.89302004,Brachystegia glaucescens,5.5
11,8,712,11_712,2.4,210,5.3,4.6,NA,11_712,9,-15.05784798,14.89310604,Brachystegia glaucescens,19.3
11,8,713,11_713,2.2,210,3.3,5.1,NA,11_712,9,-15.05784798,14.89310302,Brachystegia glaucescens,15.5
11,9,739,11_739,2.6,303,2.5,2.5,NA,11_739,8.2,-15.05818301,14.89309598,Brachystegia glaucescens,12.2
11,9,740,11_740,2.8,322,4,2.7,NA,11_740,8.2,-15.05818301,14.89309598,Brachystegia glaucescens,12.6
12,1,32,12_32,8.8,50,10.5,7.8,NA,12_32,12.2,-15.11666698,14.90727698,Baikiaea plurijuga,45.2
12,1,14,12_14,3.2,80,1.2,1.2,NA,12_14,2,-15.11660102,14.907294,Ochna pulchra,6.4
12,1,21,12_21,7.8,150,3.2,3.8,NA,12_21,4.2,-15.11666204,14.90739902,Baphia massaiensis,9.3
12,2,64,12_64,3.6,122,13.9,9.2,NA,12_64,26,-15.11684099,14.90708596,Brachystegia glaucescens,81.1
12,2,51,12_51,5.6,310,4.7,5.1,NA,12_51,12.6,-15.11684996,14.90717003,Brachystegia glaucescens,22.1
12,2,63,12_63,7.5,360,7.3,8.1,NA,12_63,10.2,-15.11692397,14.90711102,Baikiaea plurijuga,34
12,3,77,12_77,5.5,152,5.3,4.6,NA,12_77,8.2,-15.11705699,14.90687398,Baikiaea plurijuga,20.2
12,3,78,12_78,6.3,80,5,5.3,NA,12_78,10.2,-15.11710603,14.906834,Baikiaea plurijuga,22.7
12,3,76,12_76,5.3,290,6.9,5.5,NA,12_76,12.2,-15.117102,14.90694297,Baikiaea plurijuga,25.6
12,4,277,12_277,2.9,30,10.5,8.7,NA,12_277,9.2,-15.11695297,14.90656503,Baikiaea plurijuga,42.6
12,4,278,12_278,8,333,11,10,NA,12_278,9.2,-15.11693504,14.90661498,Baikiaea plurijuga,41
12,5,264,12_264,3.5,352,8.6,7.9,NA,12_264,9,-15.11671501,14.90687398,Baikiaea plurijuga,27
12,5,263,12_263,5.5,330,7,7.9,NA,12_263,12.2,-15.11673496,14.90691396,Lonchocarpus nelsii,32.5
12,5,265,12_265,5.9,20,8,7.3,NA,12_265,9.4,-15.11670697,14.90685001,Baikiaea plurijuga,32.1
12,5,266,12_266,6.3,92,10.7,9.1,NA,12_266,8.2,-15.116728,14.906834,Baikiaea plurijuga,41.9
12,5,256,12_256,6.7,270,4.8,7,NA,12_256,15.8,-15.11660001,14.90683098,Brachystegia glaucescens,21.1
12,5,259,12_259,4.4,190,1.5,1.3,NA,12_259,5.2,-15.11663597,14.906862,Erythrophleum africanum,5.6
12,5,258,12_258,5.7,223,2,1.7,NA,12_258,7,-15.11662298,14.90685697,Brachystegia glaucescens,7.2
12,6,194,12_194,2.4,350,2.3,2.1,NA,12_194,6,-15.11650203,14.90711002,Baphia massaiensis,6.9
12,6,197,12_197,4.5,70,1.5,1.9,NA,12_197,6.7,-15.11643799,14.90700499,Baphia massaiensis,5.4
12,6,195,12_195,4.3,110,2.2,2,NA,12_195,6.8,-15.11646196,14.90707397,Baphia massaiensis,6.5
12,6,185,12_185,8.8,260,22,22.7,NA,12_185,17.4,-15.11641997,14.90716903,Brachystegia glaucescens,81.2
12,7,398,12_398,2.6,23,0.9,1.2,NA,12_398,3.2,-15.11626298,14.906777,Combretum collinum,5.7
12,7,399,12_399,2.7,11,1.3,1.2,NA,12_399,3.2,-15.11628703,14.90677197,Combretum collinum,5.6
12,7,397,12_397,1.6,92,1.4,1.1,NA,12_397,5.2,-15.11626096,14.90676502,NA,5.5
12,7,396,12_396,3.2,82,3,2.8,NA,12_396,6.8,-15.11621998,14.90675798,Combretum zeyheri,15.9
12,7,395,12_395,5.8,111,3.5,1.8,NA,12_395,5.8,-15.11621998,14.90675203,Combretum apiculatum,12.2
12,7,385,12_385,4.2,243,2.5,2.2,NA,12_385,7,-15.11623498,14.90682201,Baikiaea plurijuga,9.8
12,7,384,12_384,5.8,193,3.8,3.1,NA,12_384,7.4,-15.11625702,14.90684196,Erythrophleum africanum,15.4
12,8,439,12_439,5.1,151,1.7,2,NA,12_439,4.8,-15.11643204,14.90656301,Combretum collinum,7.6
12,8,444,12_444,2.8,80,2.2,1.8,NA,12_444,8.6,-15.11645098,14.90665999,Combretum apiculatum,5
12,8,445,12_445,6.1,30,2.2,2.8,NA,12_445,4.4,-15.11649398,14.90653502,Combretum apiculatum,8.9
