plot_id,subplot,direction,dpm,sampled,date,dry_mass
ABG_13,S6,E,14,TRUE,19/03/2019,35.31
ABG_13,S6,S,17,FALSE,19/03/2019,NA
ABG_13,S6,W,19,FALSE,19/03/2019,NA
ABG_13,S7,N,7,TRUE,19/03/2019,37.09
ABG_13,S7,E,8,FALSE,19/03/2019,NA
ABG_13,S7,S,14,FALSE,19/03/2019,NA
ABG_13,S7,W,17,FALSE,19/03/2019,NA
ABG_13,S8,N,24,FALSE,19/03/2019,NA
ABG_13,S8,E,7,FALSE,19/03/2019,NA
ABG_13,S8,S,39,FALSE,19/03/2019,NA
ABG_13,S8,W,8,FALSE,19/03/2019,NA
ABG_13,S9,N,26,FALSE,19/03/2019,NA
ABG_13,S9,E,17,FALSE,19/03/2019,NA
ABG_13,S9,S,29,TRUE,19/03/2019,101.85
ABG_13,S9,W,14,FALSE,19/03/2019,NA
ABG_14,S1,N,42,FALSE,21/03/2019,NA
ABG_14,S1,E,27,FALSE,21/03/2019,NA
ABG_14,S1,S,22,FALSE,21/03/2019,NA
ABG_14,S1,W,4,TRUE,21/03/2019,11.17
ABG_14,S2,N,9,FALSE,21/03/2019,NA
ABG_14,S2,E,7,FALSE,21/03/2019,NA
ABG_14,S2,S,8,FALSE,21/03/2019,NA
ABG_14,S2,W,3,FALSE,21/03/2019,NA
ABG_14,S3,N,24,FALSE,21/03/2019,NA
ABG_14,S3,E,30,FALSE,21/03/2019,NA
ABG_14,S3,S,8,TRUE,21/03/2019,22.38
ABG_14,S3,W,6,FALSE,21/03/2019,NA
ABG_14,S4,N,17,FALSE,21/03/2019,NA
ABG_14,S4,E,19,FALSE,21/03/2019,NA
ABG_14,S4,S,22,FALSE,21/03/2019,NA
ABG_14,S4,W,15,FALSE,21/03/2019,NA
ABG_14,S5,N,4,TRUE,21/03/2019,7.23
ABG_14,S5,E,5,TRUE,21/03/2019,8.56
ABG_14,S5,S,24,FALSE,21/03/2019,NA
ABG_14,S5,W,9,FALSE,21/03/2019,NA
