plot_name,subplot,direction,vol,plot_id,dpm,sampled,date,dry_mass
W26,S8,N,0.070579666,TKW_21,23,TRUE,28/02/2020,NA
W26,S8,S,0.38052265,TKW_21,2,TRUE,28/02/2020,NA
W26,S8,W,0.159299927,TKW_21,17,FALSE,28/02/2020,NA
W26,S9,E,0.129804317,TKW_21,10,FALSE,28/02/2020,NA
W26,S9,N,0.582559968,TKW_21,8,FALSE,28/02/2020,NA
W26,S9,S,0.064192288,TKW_21,6,TRUE,28/02/2020,NA
W26,S9,W,0.117959555,TKW_21,7,TRUE,28/02/2020,NA
W9,S1,E,0.224350765,TKW_25,18,FALSE,13/03/2020,NA
W9,S1,N,0.324082213,TKW_25,38,FALSE,13/03/2020,NA
W9,S1,S,0.3395039,TKW_25,30,FALSE,13/03/2020,NA
W9,S1,W,0.186076775,TKW_25,28,FALSE,13/03/2020,NA
W9,S2,E,0.331567089,TKW_25,24,FALSE,13/03/2020,NA
W9,S2,N,0.33996007,TKW_25,20,FALSE,13/03/2020,NA
W9,S2,S,0.159474936,TKW_25,40,TRUE,13/03/2020,NA
W9,S2,W,0.382963793,TKW_25,38,FALSE,13/03/2020,NA
W9,S3,E,0.443873074,TKW_25,40,FALSE,13/03/2020,NA
W9,S3,N,0.162879253,TKW_25,28,TRUE,13/03/2020,NA
W9,S3,S,0.181101086,TKW_25,36,TRUE,13/03/2020,NA
W9,S3,W,0.465456212,TKW_25,46,FALSE,13/03/2020,NA
W9,S4,E,0.246786373,TKW_25,26,TRUE,13/03/2020,NA
W9,S4,N,0.318020243,TKW_25,25,FALSE,13/03/2020,NA
W9,S4,S,0.352894272,TKW_25,23,FALSE,13/03/2020,NA
W9,S4,W,0.236653992,TKW_25,15,FALSE,13/03/2020,NA
W9,S5,E,0.611403836,TKW_25,38,FALSE,13/03/2020,NA
W9,S5,N,0.227716131,TKW_25,29,FALSE,13/03/2020,NA
W9,S5,S,0.162760148,TKW_25,28,TRUE,13/03/2020,NA
W9,S5,W,0.347457735,TKW_25,21,FALSE,13/03/2020,NA
W9,S6,E,0.500784882,TKW_25,18,FALSE,13/03/2020,NA
W9,S6,N,0.266150892,TKW_25,20,FALSE,13/03/2020,NA
W9,S6,S,0.170421238,TKW_25,20,FALSE,13/03/2020,NA
W9,S6,W,0.363353129,TKW_25,28,TRUE,13/03/2020,NA
W9,S7,E,0.265435794,TKW_25,36,FALSE,13/03/2020,NA
W9,S7,N,0.243230367,TKW_25,25,FALSE,13/03/2020,NA
W9,S7,S,0.261936963,TKW_25,30,TRUE,13/03/2020,NA
W9,S7,W,0.532719285,TKW_25,17,FALSE,13/03/2020,NA
W9,S8,E,0.007474526,TKW_25,40,TRUE,13/03/2020,NA
W9,S8,N,0.274524079,TKW_25,30,TRUE,13/03/2020,NA
W9,S8,S,0.287156956,TKW_25,28,FALSE,13/03/2020,NA
W9,S8,W,0.023214148,TKW_25,18,FALSE,13/03/2020,NA
W9,S9,E,0.339001327,TKW_25,25,FALSE,13/03/2020,NA
W9,S9,N,0.291424536,TKW_25,35,FALSE,13/03/2020,NA
W9,S9,S,0.43132305,TKW_25,40,FALSE,13/03/2020,NA
W9,S9,W,0.218781785,TKW_25,20,FALSE,13/03/2020,NA
NA,S6,N,NA,TKW_21,NA,FALSE,28/02/2020,NA
NA,S6,E,NA,TKW_21,NA,FALSE,28/02/2020,NA
NA,S6,S,NA,TKW_21,NA,FALSE,28/02/2020,NA
NA,S6,W,NA,TKW_21,NA,FALSE,28/02/2020,NA
