"plot_id","subplot","layer_div","auc_canopy","height_q95","height_q99","dens_peak_height","point_cov","shannon","cum_lm_resid","cum_lm_slope","cum_lm_se","weib_shape","weib_scale","n_maxima","n_minima"
"ABG_7","S4",22.7050668120986,53899.63,12.1,13.7,8.85,0.490597342948348,3.12332524942414,2353.14755357405,7386721.59367283,66994.4016157932,2.06521587827588,97716.6544765163,3,2
"ABG_7","S5",14.1063039654163,17551.58375,14.55,19.1,6.75,0.836531531737876,3.35187043076869,1917.92156505241,1839491.77911265,30330.2960533356,1.32137105977842,19989.1017624974,7,7
"ABG_7","S6",12.0355738034518,34646.2275,12.9,16.5,6.45,1.79170156280158,2.48258944955502,4582.3418343652,3064615.34519982,128621.334579035,0.694617082305402,36989.6640505316,4,4
"ABG_7","S7",7.65485503499841,6267.16125,7,7.35,6.6,1.84420655654935,1.43386773470242,242.862146813634,948033.752429733,36909.7514770716,0.654466984185014,18105.9039642259,2,1
"ABG_7","S8",11.7780819394798,16668.01375,8.4,15.45,5.4,1.09132010566278,2.5418155164414,1881.51153640206,1545251.02446955,84155.6605160657,0.979547422433173,34512.5973128286,3,3
"ABG_7","S9",13.0118860130437,22096.77625,11.4,14.1,3.05,0.992306913717952,2.89282387661812,1000.01139580669,2285123.94192783,29968.9845601458,1.07375811605426,33117.1658005068,3,3
"ABG_8","S1",8.73958197086355,46014.555,11.7,12.95,6.6,1.68226333425375,2.16031020399974,5230.59592704053,4560888.95984938,236189.502429069,0.710078595201507,71660.9952010258,2,2
"ABG_8","S2",15.4424655708081,52081.755,20.65,21.45,6.5,2.08051183329609,2.73210879810153,2567.95642488602,3645637.08715494,89868.8471551719,0.860437914594168,55116.9941119877,4,3
"ABG_8","S3",26.1885908961733,58105.64875,18.8,21.6,6.55,1.83400617810423,3.13263275998216,8835.16799415032,7793524.1392051,111141.979055736,0.904196393421146,49715.7307587798,5,5
"ABG_8","S4",21.2932113816779,71408.40875,18.1,19,6.45,1.04112296927044,3.05274122536266,4537.44081979798,7330185.65988048,108135.256632103,1.15870027029714,99728.9024817634,2,2
"ABG_8","S5",15.1938273515204,28961.8325,9.9,10.8,9.1,0.417063523313177,2.83718628185174,615.726469540691,3811998.22815692,28752.3626432217,2.67152605461988,71542.3429065038,2,2
"ABG_8","S6",14.6732815554662,29094.1525,11.7,14.25,9.95,0.728986678445882,3.08401756592346,1973.69722827497,4166564.65463956,48902.2878772806,1.41721276392601,46264.529754665,4,4
"ABG_8","S7",9.20359710211478,18578.35,10.1,10.9,10.05,0.414333611484984,2.84557064144371,555.626729513501,2074551.30422814,25819.0257427472,2.75763346655942,45706.555324416,2,2
"ABG_8","S8",13.5926499901266,33313.56,9.8,11.4,8.5,0.586809624578628,2.85455388843775,1241.42531555148,4694220.04682081,49142.4213109253,1.79416073720016,73944.3693276214,2,2
"ABG_8","S9",10.2116499671635,18339.835,8.15,10.2,7.75,0.446229801059149,2.79093874227571,398.989427199646,2348979.109752,22962.248985273,2.49498049398709,47065.5922032704,2,3
"ABG_9","S1",17.7136994443562,53768.87125,13.7,14.75,11.9,0.475483452358726,3.14485950127026,2814.39920121391,7040986.69355809,77169.0182543793,2.27536827275259,95140.7712316776,2,1
"ABG_9","S2",7.57090051940727,17403.89875,8.95,9.7,8.25,0.757264797451328,2.49870435102931,1088.12495293798,2295665.16335559,57840.9350807882,1.20936098071071,45892.8892368462,1,1
"ABG_9","S3",11.2793302083762,22615.07875,10.15,11.1,7.7,0.722359949794567,2.75179419268328,1228.64326569636,3333733.55199336,47589.8385614016,1.3012618358817,48454.0483197958,1,2
"ABG_9","S4",22.7327329771131,42237.1775,11.7,15.45,2.1,0.684752097740715,3.14254687856149,3041.36353928594,5096438.31159572,73385.056234835,1.37039664725016,62502.0488285234,2,2
"ABG_9","S5",15.7389355927112,35268.085,14.65,16.1,6.4,1.41365968398974,2.85633939640132,4291.05471782717,5010923.85563837,94582.7406664804,0.887502821730914,42999.3426191738,3,3
"ABG_9","S6",8.77962042307524,58828.2725,13.9,15.25,6.55,1.91423688676349,2.16624455240117,3494.15808107622,4308438.37628806,188293.731082645,0.754556894485257,85680.3056017936,3,2
"ABG_9","S7",14.2187213155791,34971.7675,11.2,12.1,10.7,0.778458784199932,2.85649522870608,2643.78479744607,5123765.48098502,82055.8109570502,1.13143870909774,61869.6579813841,2,2
"ABG_9","S8",5.63716958632827,4134.7325,7.45,9.6,8.4,0.35593814795078,2.81703293833599,51.7880845342058,517248.437983236,3085.81804311492,3.35792028556595,10832.0936676665,2,3
"ABG_9","S9",14.4207805643793,19875.07125,11,16.4,7.8,0.853787440303848,3.00672518171199,2246.72402326888,2850986.4214625,52875.1140158689,0.993178266311777,27293.8300310791,3,3
"TKW_7","S1",4.44152760146505,4449.48125,3.35,4.85,2.2,0.552271371180493,1.92303986419308,91.8411919739803,526334.670804389,14999.5414461965,1.88842666411599,25674.2017825274,1,1
"TKW_7","S2",6.42857552485419,3366.01375,3.95,5.6,2.25,0.696425852363717,1.97023060365164,71.5486013823629,362220.939494376,10625.6683182112,1.5160030016071,17018.8072082189,1,1
"TKW_7","S3",6.8213742670617,49361.68875,10.7,12,6.5,1.49981906533965,1.91375524977656,2933.96155692425,4309049.32401263,254153.085680105,0.805854568824264,124662.545847965,1,0
"TKW_7","S4",14.7446399231284,35855.62875,10.05,11.05,6.45,1.39928827029467,2.4184159753887,2314.66936511636,5130330.03400316,104407.743477109,0.883865424198895,65462.3180144684,3,4
"TKW_7","S5",7.44683163646144,29423.76875,9.85,11.4,6.35,1.38698581601798,2.00235186183322,2252.85032158397,2995906.55030709,159485.506278494,0.779375657270672,69816.0076310668,1,0
